input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
test_n1000_m60000_f2_no2.utv,1000,60000,0.127015,0.000271,8.894305,0.015386,9.038309,8.98,0.05,7476
test_n1000_m60000_f2_no3.utv,1000,60000,0.125060,0.000268,9.245760,0.015661,9.388117,9.34,0.05,7472
test_n1000_m70000_f2_no1.utv,1000,70000,0.151837,0.000253,13.040950,0.020707,13.215130,13.15,0.06,8456
test_n1000_m70000_f2_no2.utv,1000,70000,0.146696,0.000257,13.050212,0.020915,13.219413,13.16,0.05,8380
test_n1000_m70000_f2_no3.utv,1000,70000,0.143114,0.000288,12.195350,0.020415,12.360569,12.31,0.04,8452
test_n1000_m80000_f2_no1.utv,1000,80000,0.168805,0.000262,19.648424,0.033359,19.852264,19.78,0.06,9360
test_n1000_m80000_f2_no2.utv,1000,80000,0.164589,0.000264,19.355110,0.029097,19.550541,19.49,0.06,9348
test_n1000_m80000_f2_no3.utv,1000,80000,0.165997,0.000257,19.638517,0.028456,19.834560,19.74,0.09,9308
test_n1000_m90000_f2_no1.utv,1000,90000,0.189499,0.000276,26.582129,0.038491,26.811749,26.72,0.08,10284
test_n1000_m90000_f2_no2.utv,1000,90000,0.188408,0.000259,26.466724,0.037748,26.694515,26.64,0.04,10308
test_n1000_m90000_f2_no3.utv,1000,90000,0.192436,0.000267,26.419256,0.037291,26.650585,26.59,0.06,10284
test_n1000_m100000_f2_no1.utv,1000,100000,0.209821,0.000242,33.330860,0.047420,33.589699,33.49,0.09,11176
test_n1000_m100000_f2_no2.utv,1000,100000,0.208732,0.000292,33.403549,0.046615,33.660534,33.58,0.07,11232
test_n1000_m100000_f2_no3.utv,1000,100000,0.205578,0.000282,31.727699,0.039810,31.974770,31.90,0.07,11264
test_n1000_m110000_f2_no1.utv,1000,110000,0.232745,0.000281,40.417816,0.056572,40.708763,40.63,0.07,12128
test_n1000_m110000_f2_no2.utv,1000,110000,0.227682,0.000260,40.455292,0.056918,40.741489,40.65,0.08,12128
test_n1000_m110000_f2_no3.utv,1000,110000,0.227103,0.000286,40.495285,0.056806,40.780827,40.69,0.08,12172
test_n1000_m120000_f2_no1.utv,1000,120000,0.250038,0.000262,47.253960,0.066341,47.571911,47.48,0.09,13148
test_n1000_m120000_f2_no2.utv,1000,120000,0.250646,0.000276,45.271553,0.056652,45.580513,45.49,0.08,13096
test_n1000_m120000_f2_no3.utv,1000,120000,0.252775,0.000268,47.186329,0.066630,47.507351,47.41,0.09,13096
test_n1000_m130000_f2_no1.utv,1000,130000,0.268337,0.000262,53.934963,0.076665,54.281586,54.19,0.09,14008
test_n1000_m130000_f2_no2.utv,1000,130000,0.270737,0.000260,53.949551,0.076829,54.298519,54.20,0.10,14036
test_n1000_m130000_f2_no3.utv,1000,130000,0.267612,0.000268,52.693855,0.065941,53.028976,52.94,0.09,14052
test_n1000_m140000_f2_no1.utv,1000,140000,0.293042,0.000279,60.667770,0.087104,61.049492,60.93,0.11,14984
test_n1000_m140000_f2_no2.utv,1000,140000,0.292822,0.000269,60.556442,0.086398,60.937336,60.82,0.11,14968
test_n1000_m140000_f2_no3.utv,1000,140000,0.287664,0.000262,61.157085,0.088191,61.534580,61.42,0.10,14928
test_n1000_m150000_f2_no1.utv,1000,150000,0.312525,0.000278,64.733124,0.082770,65.130074,65.02,0.10,15928
test_n1000_m150000_f2_no2.utv,1000,150000,0.314692,0.000260,67.882904,0.096853,68.296165,68.16,0.13,15932
test_n1000_m150000_f2_no3.utv,1000,150000,0.299297,0.000277,67.378494,0.096573,67.775970,67.65,0.12,15920
test_n1000_m160000_f2_no1.utv,1000,160000,0.319848,0.000273,72.247070,0.092361,72.660889,72.54,0.11,16844
test_n1000_m160000_f2_no2.utv,1000,160000,0.349707,0.000259,74.220261,0.107618,74.679214,74.58,0.09,16820
test_n1000_m160000_f2_no3.utv,1000,160000,0.336848,0.000262,74.280975,0.107512,74.727043,74.65,0.07,16892
test_n1000_m170000_f2_no1.utv,1000,170000,0.357302,0.000270,78.324226,0.100331,78.783577,78.67,0.11,17728
test_n1000_m170000_f2_no2.utv,1000,170000,0.343522,0.000281,80.951187,0.117797,81.413834,81.31,0.10,17808
test_n1000_m170000_f2_no3.utv,1000,170000,0.330548,0.000263,81.031708,0.118389,81.481865,81.34,0.14,17788
test_n1000_m180000_f2_no1.utv,1000,180000,0.357891,0.000278,83.158195,0.109395,83.626808,83.50,0.12,18664
test_n1000_m180000_f2_no2.utv,1000,180000,0.368636,0.000259,87.676895,0.128654,88.175491,88.06,0.10,18744
test_n1000_m180000_f2_no3.utv,1000,180000,0.355829,0.000262,86.432976,0.109888,86.899933,86.82,0.08,18744
test_n1000_m190000_f2_no1.utv,1000,190000,0.378364,0.000263,94.387962,0.139868,94.907486,94.80,0.10,19636
test_n1000_m190000_f2_no2.utv,1000,190000,0.375234,0.000264,94.370789,0.139669,94.886894,94.76,0.12,19684
test_n1000_m190000_f2_no3.utv,1000,190000,0.371588,0.000265,89.482506,0.117122,89.972549,89.86,0.10,19604
test_n1000_m200000_f2_no1.utv,1000,200000,0.392207,0.000264,100.998993,0.150773,101.543251,101.34,0.19,20616
test_n1000_m200000_f2_no2.utv,1000,200000,0.389965,0.000290,97.823021,0.127254,98.341583,98.19,0.14,20568
test_n1000_m200000_f2_no3.utv,1000,200000,0.432285,0.000264,100.950577,0.150564,101.534637,101.39,0.14,20616
