input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m120000_f2_no3.utv,1000,120000,0.250785,0.000386,64.007492,0.092555,64.352318,64.23,0.12,13100
input/test_n1000_m130000_f2_no1.utv,1000,130000,0.274579,0.000367,73.553520,0.106911,73.936447,73.80,0.14,14060
input/test_n1000_m130000_f2_no2.utv,1000,130000,0.271283,0.000371,73.655708,0.106076,74.034576,73.90,0.13,14104
input/test_n1000_m130000_f2_no3.utv,1000,130000,0.276293,0.000393,73.638649,0.107801,74.024155,73.92,0.10,14052
input/test_n1000_m140000_f2_no1.utv,1000,140000,0.290296,0.000395,82.758499,0.122238,83.172531,83.05,0.12,14972
input/test_n1000_m140000_f2_no2.utv,1000,140000,0.295311,0.000400,82.396591,0.120273,82.813606,82.69,0.12,14992
input/test_n1000_m140000_f2_no3.utv,1000,140000,0.293621,0.000395,82.779663,0.121967,83.196732,83.10,0.09,14988
input/test_n1000_m150000_f2_no1.utv,1000,150000,0.311970,0.000374,92.039131,0.137125,92.489655,92.38,0.10,15928
input/test_n1000_m150000_f2_no2.utv,1000,150000,0.326129,0.000379,92.209450,0.136840,92.674026,92.59,0.08,15932
input/test_n1000_m150000_f2_no3.utv,1000,150000,0.319626,0.000380,92.893494,0.135829,93.350433,93.22,0.12,15900
input/test_n1000_m160000_f2_no1.utv,1000,160000,0.344647,0.000373,101.866592,0.153235,102.365921,102.22,0.14,16856
input/test_n1000_m160000_f2_no2.utv,1000,160000,0.334186,0.000360,102.407600,0.151832,102.895081,102.76,0.12,16928
input/test_n1000_m160000_f2_no3.utv,1000,160000,0.337547,0.000355,101.475578,0.152449,101.967056,101.86,0.10,16896
input/test_n1000_m170000_f2_no1.utv,1000,170000,0.357980,0.000364,110.388771,0.167995,110.916145,110.79,0.12,17796
input/test_n1000_m170000_f2_no2.utv,1000,170000,0.358705,0.000384,111.122169,0.165367,111.647667,111.52,0.13,17832
input/test_n1000_m170000_f2_no3.utv,1000,170000,0.356414,0.000389,110.752991,0.169514,111.280449,111.11,0.16,17832
input/test_n1000_m180000_f2_no1.utv,1000,180000,0.387654,0.000378,120.015045,0.185221,120.589424,120.40,0.18,18800
input/test_n1000_m180000_f2_no2.utv,1000,180000,0.379648,0.000407,121.151382,0.186634,121.719200,121.55,0.16,18744
input/test_n1000_m180000_f2_no3.utv,1000,180000,0.371743,0.000385,121.237579,0.184059,121.794846,121.62,0.17,18720
input/test_n1000_m190000_f2_no1.utv,1000,190000,0.413196,0.000351,129.912338,0.200006,130.527100,130.34,0.18,19732
input/test_n1000_m190000_f2_no2.utv,1000,190000,0.399680,0.000382,130.751373,0.203453,131.356064,131.24,0.12,19732
input/test_n1000_m190000_f2_no3.utv,1000,190000,0.416084,0.000366,130.971710,0.200938,131.590271,131.46,0.13,19740
input/test_n1000_m200000_f2_no1.utv,1000,200000,0.429200,0.000376,139.034973,0.220263,139.685913,139.52,0.16,20648
input/test_n1000_m200000_f2_no2.utv,1000,200000,0.424593,0.000380,140.117401,0.218134,140.761597,140.58,0.18,20620
input/test_n1000_m200000_f2_no3.utv,1000,200000,0.416899,0.000379,122.492432,0.183074,123.093964,122.94,0.14,20676
