input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n12000_m100000_f2_no2.utv,12000,100000,0.245670,0.006445,686.161926,0.038422,686.459839,686.38,0.07,16572
input/test_n12000_m100000_f2_no3.utv,12000,100000,0.239405,0.005907,704.510620,0.038884,704.802368,704.74,0.06,16560
input/test_n13000_m100000_f2_no1.utv,13000,100000,0.252691,0.006698,803.933228,0.039815,804.240540,804.15,0.09,17060
input/test_n13000_m100000_f2_no2.utv,13000,100000,0.247924,0.006694,787.450989,0.039756,787.753479,787.68,0.06,17008
input/test_n13000_m100000_f2_no3.utv,13000,100000,0.244105,0.006635,773.496765,0.038802,773.794373,773.72,0.07,17064
input/test_n14000_m100000_f2_no1.utv,14000,100000,0.248830,0.007303,840.756714,0.039547,841.061035,840.97,0.08,17532
input/test_n14000_m100000_f2_no2.utv,14000,100000,0.245545,0.007239,842.612305,0.041487,842.915222,842.82,0.09,17576
input/test_n14000_m100000_f2_no3.utv,14000,100000,0.249720,0.007278,840.334351,0.039478,840.639526,840.55,0.08,17544
input/test_n15000_m100000_f2_no1.utv,15000,100000,0.257350,0.008226,937.825806,0.040497,938.141479,938.02,0.12,18036
input/test_n15000_m100000_f2_no2.utv,15000,100000,0.259597,0.008462,966.728027,0.040529,967.045898,966.98,0.06,18016
input/test_n15000_m100000_f2_no3.utv,15000,100000,0.251928,0.008011,930.303467,0.040827,930.613647,930.49,0.12,18044
input/test_n16000_m100000_f2_no1.utv,16000,100000,0.263658,0.009099,1031.759766,0.041916,1032.084961,1031.96,0.12,18544
input/test_n16000_m100000_f2_no2.utv,16000,100000,0.261647,0.009243,1022.389404,0.042032,1022.712463,1022.63,0.08,18516
input/test_n16000_m100000_f2_no3.utv,16000,100000,0.262156,0.009487,1063.611572,0.043659,1063.937012,1063.86,0.07,18556
input/test_n17000_m100000_f2_no1.utv,17000,100000,0.258150,0.009604,1172.599609,0.044592,1172.922485,1172.84,0.08,18996
input/test_n17000_m100000_f2_no2.utv,17000,100000,0.258543,0.009536,1114.776733,0.043127,1115.098633,1115.01,0.08,19056
input/test_n17000_m100000_f2_no3.utv,17000,100000,0.262912,0.011571,1181.557861,0.044324,1181.887329,1181.79,0.09,18996
input/test_n18000_m100000_f2_no1.utv,18000,100000,0.266940,0.010868,1223.348145,0.044862,1223.682007,1223.58,0.10,19456
input/test_n18000_m100000_f2_no2.utv,18000,100000,0.259591,0.010500,1217.612305,0.044315,1217.937988,1217.85,0.08,19516
input/test_n18000_m100000_f2_no3.utv,18000,100000,0.259619,0.010432,1254.450806,0.045393,1254.777832,1254.68,0.09,19528
input/test_n19000_m100000_f2_no1.utv,19000,100000,0.265951,0.011329,1324.471069,0.046810,1324.807007,1324.74,0.07,19956
input/test_n19000_m100000_f2_no2.utv,19000,100000,0.272411,0.011798,1317.082031,0.045849,1317.424072,1317.38,0.04,19940
input/test_n19000_m100000_f2_no3.utv,19000,100000,0.265060,0.011318,1309.491943,0.046011,1309.826294,1309.74,0.09,19968
input/test_n20000_m100000_f2_no1.utv,20000,100000,0.268561,0.012141,1512.462524,0.048979,1512.804932,1512.70,0.10,20480
input/test_n20000_m100000_f2_no2.utv,20000,100000,0.266774,0.012186,1516.624146,0.049094,1516.964966,1516.86,0.10,20516
input/test_n20000_m100000_f2_no3.utv,20000,100000,0.269794,0.012389,1510.725220,0.049082,1511.069458,1510.94,0.12,20448
