input file,variables,constraints,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n9000_m100000_f0_no1.utv,9000,100000,0.217282,463.028985,,0.032743,463.279010,463.20,0.07,11428
input/test_n9000_m100000_f0_no2.utv,9000,100000,0.215813,463.456784,,0.032190,463.704787,463.58,0.12,11460
input/test_n9000_m100000_f0_no3.utv,9000,100000,0.210494,462.522062,,0.036537,462.769093,462.70,0.06,11500
input/test_n10000_m100000_f0_no1.utv,10000,100000,0.222885,526.596820,,0.032946,526.852651,526.73,0.12,11532
input/test_n10000_m100000_f0_no2.utv,10000,100000,0.212552,526.661664,,0.032737,526.906953,526.77,0.14,11600
input/test_n10000_m100000_f0_no3.utv,10000,100000,0.216205,528.068878,,0.033847,528.318930,528.17,0.15,11536
input/test_n11000_m100000_f0_no1.utv,11000,100000,0.214767,591.599772,,0.033523,591.848062,591.76,0.08,11592
input/test_n11000_m100000_f0_no2.utv,11000,100000,0.223218,594.655381,,0.032534,594.911133,594.81,0.10,11624
input/test_n11000_m100000_f0_no3.utv,11000,100000,0.220120,593.346519,,0.033504,593.600143,593.48,0.12,11616
input/test_n12000_m100000_f0_no1.utv,12000,100000,0.222828,661.686177,,0.034558,661.943563,661.88,0.06,11692
input/test_n12000_m100000_f0_no2.utv,12000,100000,0.220121,662.638695,,0.034929,662.893745,662.78,0.10,11680
input/test_n12000_m100000_f0_no3.utv,12000,100000,0.223972,666.734951,,0.034032,666.992955,666.88,0.11,11696
input/test_n13000_m100000_f0_no1.utv,13000,100000,0.224706,688.073432,,0.027561,688.325699,688.22,0.10,11768
input/test_n13000_m100000_f0_no2.utv,13000,100000,0.214465,553.283445,,0.026700,553.524610,553.47,0.05,11764
input/test_n13000_m100000_f0_no3.utv,13000,100000,0.237796,538.587370,,0.026109,538.851275,538.75,0.10,11772
input/test_n14000_m100000_f0_no1.utv,14000,100000,0.219569,620.499742,,0.026418,620.745729,620.68,0.06,11832
input/test_n14000_m100000_f0_no2.utv,14000,100000,0.218718,611.818230,,0.026342,612.063290,612.00,0.06,11876
input/test_n14000_m100000_f0_no3.utv,14000,100000,0.220085,619.332560,,0.026351,619.578996,619.51,0.07,11840
input/test_n15000_m100000_f0_no1.utv,15000,100000,0.217086,644.058323,,0.025523,644.300932,644.25,0.04,11904
input/test_n15000_m100000_f0_no2.utv,15000,100000,0.221860,631.650510,,0.025272,631.897642,631.82,0.07,11888
input/test_n15000_m100000_f0_no3.utv,15000,100000,0.215062,637.875569,,0.026588,638.117219,637.96,0.15,11912
input/test_n16000_m100000_f0_no1.utv,16000,100000,0.216735,708.323472,,0.025647,708.565854,708.48,0.08,12052
input/test_n16000_m100000_f0_no2.utv,16000,100000,0.218968,691.414648,,0.025641,691.659257,691.62,0.04,11976
input/test_n16000_m100000_f0_no3.utv,16000,100000,0.216865,681.937802,,0.025463,682.180130,682.12,0.05,12024
input/test_n17000_m100000_f0_no1.utv,17000,100000,0.218169,739.474977,,0.026435,739.719581,739.64,0.07,12152
input/test_n17000_m100000_f0_no2.utv,17000,100000,0.220638,734.676253,,0.025642,734.922533,734.84,0.08,12152
input/test_n17000_m100000_f0_no3.utv,17000,100000,0.216641,735.061881,,0.025755,735.304277,735.26,0.04,12140
input/test_n18000_m100000_f0_no1.utv,18000,100000,0.219918,793.420551,,0.025849,793.666318,793.58,0.08,12224
input/test_n18000_m100000_f0_no2.utv,18000,100000,0.219926,807.589823,,0.025628,807.835377,807.73,0.10,12128
input/test_n18000_m100000_f0_no3.utv,18000,100000,0.216377,803.286996,,0.026993,803.530366,803.42,0.11,12168
input/test_n19000_m100000_f0_no1.utv,19000,100000,0.213190,886.612075,,0.027158,886.852423,886.76,0.08,12244
input/test_n19000_m100000_f0_no2.utv,19000,100000,0.217763,863.550654,,0.027072,863.795489,863.72,0.07,12240
input/test_n19000_m100000_f0_no3.utv,19000,100000,0.223607,892.844126,,0.027595,893.095328,892.98,0.11,12228
input/test_n20000_m100000_f0_no1.utv,20000,100000,0.223797,902.734334,,0.026581,902.984712,902.91,0.07,12364
input/test_n20000_m100000_f0_no2.utv,20000,100000,0.228999,879.035511,,0.023363,879.287873,879.19,0.09,12384
input/test_n20000_m100000_f0_no3.utv,20000,100000,0.224039,806.623268,,0.023167,806.870474,806.81,0.06,12280
