input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n16000_m100000_f2_no3.utv,16000,100000,0.269053,0.008171,839.818115,0.030960,840.136230,840.05,0.08,18504
input/test_n17000_m100000_f2_no1.utv,17000,100000,0.266390,0.010201,908.295105,0.030796,908.613037,908.50,0.10,19036
input/test_n17000_m100000_f2_no2.utv,17000,100000,0.267196,0.009796,942.648438,0.034544,942.970947,942.87,0.10,19064
input/test_n17000_m100000_f2_no3.utv,17000,100000,0.265883,0.009813,926.802917,0.032726,927.121948,927.00,0.11,19044
input/test_n18000_m100000_f2_no1.utv,18000,100000,0.269923,0.011252,1040.833130,0.033049,1041.158813,1041.04,0.12,19496
input/test_n18000_m100000_f2_no2.utv,18000,100000,0.279938,0.011176,1045.302490,0.034526,1045.639648,1045.54,0.10,19488
input/test_n18000_m100000_f2_no3.utv,18000,100000,0.284510,0.010786,1039.730225,0.033120,1040.070068,1039.95,0.11,19480
input/test_n19000_m100000_f2_no1.utv,19000,100000,0.269191,0.012405,1123.909424,0.033449,1124.236328,1124.15,0.08,19952
input/test_n19000_m100000_f2_no2.utv,19000,100000,0.275663,0.012468,1061.804688,0.033597,1062.138428,1062.01,0.12,20028
input/test_n19000_m100000_f2_no3.utv,19000,100000,0.278813,0.012430,1083.086792,0.033277,1083.424805,1083.26,0.16,20028
input/test_n20000_m100000_f2_no1.utv,20000,100000,0.275432,0.013750,1196.805664,0.034714,1197.142212,1197.00,0.13,20512
input/test_n20000_m100000_f2_no2.utv,20000,100000,0.286041,0.014238,1209.001343,0.035322,1209.349731,1209.25,0.10,20492
input/test_n20000_m100000_f2_no3.utv,20000,100000,0.278351,0.014190,1159.407593,0.034428,1159.747192,1159.62,0.13,20412
